Netzwerkforschung Sprecher,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst,SOFISwiki_instID
"Strobl, Rainer",http://www.proval-services.net/profile/profil-strobl.html,wissenschaftlicher Mitarbeiter,"Mitarbeit in verschiedenen Forschungsprojekten zu Strafzumessungsunterschieden, Jugenddelinquenz und Opferwerdung",1990-1998 , Kriminologischen Forschungsinstitut Niedersachsen e.V. (KFN),n,,
"Strobl, Rainer",http://www.proval-services.net/profile/profil-strobl.html,wissenschaftlicher Mitarbeiter,Forschungsprojekte zur Integration von Aussiedlern und zum Umgang von Stadtgesellschaften mit Rechtsextremismus und Fremdenfeindlichkeit,1998-2005,Universität Bielefeld, Institut für interdisziplinäre Konflikt- und Gewaltforschung der Universität Bielefeld (IKG),,
"Strobl, Rainer",http://www.proval-services.net/profile/profil-strobl.html,Vorstandsmitglied und Projektleiter,Forschungsprojekte zur Gerichtsnahen Mediation und zur Zwangsverheiratung sowie verschiedene Evaluationsprojekte,2002-2007,arpos Institut e.V.,n,,
"Strobl, Rainer",http://www.proval-services.net/profile/profil-strobl.html,Mitarbeit ,"deutsch-israelisches Forschungsprojekt ""Conflicts of Norms and Violence""",2006 -,Universitäten Bielefeld und Haifa,"deutsch-israelisches Forschungsprojekt ""Conflicts of Norms and Violence""",,
"Strobl, Rainer",http://www.proval-services.net/profile/profil-strobl.html,"gemeinsam mit Dr. Olaf Lobermeier Leitung der proVal Gesellschaft für sozialwissenschaftliche Analyse, Beratung und Evaluation",n,2007 -,"proVal Gesellschaft für sozialwissenschaftliche Analyse, Beratung und Evaluation",n,,
"Strübing, Jörg",Universität Tübingen,Studium ,"Soziologie, Sozialpädagogik und Erziehungswissenschaften ",1979-1987,Universität Kassel,n,,
"Strübing, Jörg",Universität Tübingen,Wissenschaftlicher Mitarbeiter,n,1988-1993,Universität Kassel,Fachbereich Gesellschaftswissenschaften,,
"Strübing, Jörg",Universität Tübingen,Promotion ,n,1993,Universität Kassel,n,,
"Strübing, Jörg",Universität Tübingen,Wiss. Assistent und Wiss. Oberassistent,n,1994-2004, Freie und an der Technischen Universität Berlin,n,,
"Strübing, Jörg",Universität Tübingen,Habilitation ,n,2003,FU Berlin,n,,
"Strübing, Jörg",Universität Tübingen,"Akademischer Rat;
Privatdozent ",n,2004 -, Universität Tübingen,n,,
"Strübing, Jörg",Universität Tübingen,Akademischer Oberrat,n,2007, Universität Tübingen,n,,
"Strübing, Jörg",Universität Tübingen,apl. Professor,Soziologie,2009, Universität Tübingen,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Studium ," Soziologie mit den Nebenfächern Geschichte und Rechtswissenschaft;
Abschluss Diplom-Soziologin",1996-2002,Technischen Universität Darmstadt,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Wissenschaftliche Mitarbeiterin,n,2002-2009,Technischen Universität Darmstadt,Institut für Soziologie,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Promotion ,Fach Soziologie,2008,Technischen Universität Darmstadt,Fach Soziologie,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Vertretungsprofessur ,Methoden der empirischen Sozialforschung,2009-2010,Hochschule Fulda,Fachbereich Pflege und Gesundheit,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitarbeiterin ,DFG-Projekt „Drei Generationen Bildungsaufsteiger“,2010-2013,Justus-Liebig-Universität Gießen,DFG-Projekt „Drei Generationen Bildungsaufsteiger“,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitglied ,n,n,Deutschen Gesellschaft für Soziologie DGS,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitglied ,n,n,Deutschen Gesellschaft für Soziologie DGS,Bildung und Erziehung,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitglied ,n,n,Deutschen Gesellschaft für Soziologie DGS, Methoden der qualitativen Sozialforschung,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitglied ,n,n,Deutschen Gesellschaft für Soziologie DGS,Biographieforschung,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitglied ,n,n,Deutschen Gesellschaft für Soziologie DGS,Erziehung und Wissenschaft GEW,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Jurymitglied ,Nachwuchspreis Bildungssoziologie,2012,DGS,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitarbeit,Organisation einer Ad-Hoc-Gruppe zum Thema „Tabus über dem Lehrberuf? Über blinde Flecken in der soziologischen Bildungsforschung“,2010,Soziologiekongress ,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitarbeit,Organisation einer Ad-Hoc-Gruppe zum Thema „Die Zeitlichkeit des Sozialen“,2012,Soziologiekongress ,n,,
"Suderland, Maja",https://sozarb.h-da.de/personen/lehrende/maja-suderland/,Mitarbeit,Organisation einer Podiumsdiskussion zum Thema „Der Ort des Nationalsozialismus in der Soziologie“ ,2012,Soziologiekongress ,n,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Studium ,Sozialwissenschaften ,1993-2002,Universität Hannover,n,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Mitarbeit als studentische Hilfskraft,drittmittelgeförderte Forschungsprojekte der Arbeitsgruppe interdisziplinäre Sozialstrukturforschung (agis),1998-1999,Universität Hannover,Arbeitsgruppe interdisziplinäre Sozialstrukturforschung (agis),,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Wissenschaftliche Mitarbeiterin ,Forschungsschwerpunkt Politische Soziologie und politische Sozialstrukturanalyse,2002-2005,Universität Hannover,Institut für Politische Wissenschaft,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Bearbeitung ,"Forschungsprojekt „Studierendenmilieus in den Sozialwissenschaften""",2002-2004,Universität Hannover,Institut für Politische Wissenschaft,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Bearbeitung ,"Forschungsprojekt „Die neuen Arbeitnehmer""",2005,Universität Hannover,Institut für Politische Wissenschaft,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Mitarbeit ,"Forschungsprojekt „Transformation der Arbeitswelt""",2008-2010,"Projektleitung: Prof. Dr. Franz Schultheis, Universität St. Gallen u. PD Dr. Berthold Vogel. Hamburger Institut für Sozialforschung",n,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Bearbeitung ,"Forschungsprojekt „Junge Arbeitnehmer""",2009,"Projektleitung: Prof. Dr. Michael Vester, Forschungsgruppe Habitus und Milieu, Hannover, Förderung: Hans-Böckler-Stiftung u. Vorstand der Industriegewerkschaft Metall",n,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Bearbeitung ,"Forschungsprojekt „Wissenschaftliche MitarbeiterInnen""",2010,"Projektleitung: Prof. Dr. Michael Vester, Forschungsgruppe Habitus und Milieu, Hannover, Finanzierung: Fachbereich Bildung, Wissenschaft und Forschung, ver.di Landesbezirk Niedersachsen-Bremen",n,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Lehrauftrag ," Bereich „Qualitative Methoden der empirischen Sozialforschung""",2003-2010,Leibniz Universität Hannover,Institut für Politische Wissenschaft,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Wissenschaftliche Mitarbeiterin ,Fachgebiet für Erwachsenenbildung/Politische Bildung,2010/04 - 2015/04,Universität Duisburg-Essen,Fachgebiet für Erwachsenenbildung/Politische Bildung,,
"Teiwes-Kügler, Christel",Universität Duisburg-Essen,Bearbeitung ,"Forschungsprojekt „Gesellschaftsbild und Weiterbildung""",2012/04 - 2015/09,"Projektleitung: Prof. Dr. Helmut Bremer (Universität Duisburg-Essen), Prof. Dr. Peter Faulstich (Universität Hamburg), Förderung: Hans Böckler Stiftung",n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Studium ,"Philosophie, Mathematik, Psychologie und Soziologie",1956-1965,Friedrich-Alexander-Universität Erlangen,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Studium ,"Philosophie, Mathematik, Psychologie und Soziologie",1956-1965, Akademie der Bildenden Künste München ,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Studium ,"Philosophie, Mathematik, Psychologie und Soziologie",1956-1965,Ludwig-Maximilians-Universität,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Doktorandenstipendium ,n,1962,Fritz-Thyssen-Stiftung ,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Promotion ,Dr. phil. ,1965,n,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Wissenschaftlicher Assistent,Soziologie,n,Universität Erlangen-Nürnberg,Staatswissenschaftlichen Seminar,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Habilitandenstipendium ,n,n,Deutsche Forschungs-Gemeinschaft,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Postdoctoral Fellow,n,1966,University of Texas at Austin,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg, Assistant Professor,n,1967,University of Texas at Austin,Department of Philosophy ,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Wissenschaftlicher Assistent,n,1967,Universität Erlangen-Nürnberg,Philosophisches Seminar ,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Habilitation ,Philosophie ,1970,Universität Erlangen-Nürnberg,Philosophische Fakultät,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Lehrstuhlvertretung ,n,1970 SS,Universität Konstanz ,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Lehrstuhlvertretung ,n,1970-1971,Christian-Albrechts-Universität Kiel ,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Ernennung zum Wissenschaftlichen Rat,n,1971,Universität Erlangen-Nürnberg,Institut für Philosophie,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Berufung auf den neu geschaffenen Lehrstuhl für Philosophie und Wissenschaftstheorie,n,1972,RWTH Aachen,Lehrstuhl für Philosophie und Wissenschaftstheorie,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Prodekan ,n,1974,RWTH Aachen,Philosophische Fakultät,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Dekan ,n,1975,RWTH Aachen,Philosophische Fakultät,,
"Thiel, Christian",Universität Erlangen-Nürnberg,"Berufung auf den Lehrstuhl II für Philosophie;
Bestellung zum geschäftsführenden Vorstand",,1982,Universität Erlangen-Nürnberg,"Lehrstuhl II für Philosophie;
Institut für Wissenschaftstheorie und Wissenschaftsgeschichte",,
"Thiel, Christian",Universität Erlangen-Nürnberg,Membre correspondant ,n,1993,Académie Internationale de Philosophie des Sciences,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Membre titulaire,n,1997,Académie Internationale de Philosophie des Sciences,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Mitglied der Nationalen Akademie der Wissenschaften Leopoldina,n,2000,Akademie der Wissenschaften Leopoldina,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Studiendekan , Philos. Fakultät I ,"2000;
(WS 2000/01–SS 2002)",FAU, Philos. Fakultät I ,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Emeritierung,n,2005 Ende September,FAU,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Vice-Président ,n,2005-2008,Académie Internationale de Philosophie des Sciences ,n,,
"Thiel, Christian",Universität Erlangen-Nürnberg,Membre émérite,n,2012,Académie Internationale de Philosophie des Sciences ,n,,
"Thieme, Nina",Universität Kassel,Studium , Abschluss als Diplom-Pädagogin,1999 – 2005,Universität Bielefeld,n,Universität Bielefeld (Bielefeld),3300
"Thieme, Nina",Universität Kassel,Tätigkeit beim Familienunterstützenden Dienst (FUD),n,2001/08 – 2005/11,vBA Bethel,n,n,n
"Thieme, Nina",Universität Kassel,Tätigkeit beim Unterstützten Wohnen (UW),n,2004/01 – 2005/11,vBA Bethel,n,n,n
"Thieme, Nina",Universität Kassel,Stipendiatin , DFG-Graduiertenkolleg „Jugendhilfe im Wandel“,2005/12 – 2008/11,Universität Bielefeld,DFG-Graduiertenkolleg „Jugendhilfe im Wandel“,Universität Bielefeld (Bielefeld),3300
"Thieme, Nina",Universität Kassel,ehrenamtliches Engagement,n,2005/12 – 2009/05,vBA Bethel,n,n,n
"Thieme, Nina",Universität Kassel,ehrenamtliches Engagement,n,2005/12 – 2012/11,vBA Bethel,n,n,n
"Thieme, Nina",Universität Kassel,wissenschaftliche Mitarbeiterin,n,2008/12 – 2015/07,Leibniz Universität Hannover, Institut für Erziehungswissenschaft ,Institut für Erziehungswissenschaft (Hannover),21267
"Thieme, Nina",Universität Kassel,Promotion ,Dr. phil.,05/2011,Universität Bielefeld, Fakultät für Erziehungswissenschaft,Fak. für Erziehungswissenschaft (Bielefeld),9239
"Thieme, Nina",Universität Kassel,stellvertretende Projektleitung,n,2011/10 – 2015/01,BMBF geförderte BiRBi Pro Studie („Bildungsgerechtigkeit oder Reproduktion von Bildungsungerechtigkeit durch schul- und sozialpädagogische Professionelle. Fallrekonstruktionen am Beispiel ganztägiger Arrangements“),n,n,n
"Thieme, Nina",Universität Kassel,wissenschaftliche Mitarbeiterin,,2014/02 – 2015/01,Universität Bielefeld,Fakultät für Erziehungswissenschaft,Fak. für Erziehungswissenschaft (Bielefeld),9239
"Thieme, Nina",Universität Kassel,Vertretung der Professur „Sozialpädagogik mit dem Schwerpunkt Theorie und Geschichte“,n,2014/10 – 2015/03,Universität Kassel,"Fachbereich Humanwissenschaften, Institut für Sozialwesen","Institut für Sozialwesen
FB 01 Humanwissenschaften (Kassel)
Universität Kassel (Kassel)",70838
"Thieme, Nina",Universität Kassel,wissenschaftliche Mitarbeiterin,n,2015/02 – 2016/03,Universität Bielefeld,„Oberstufenkolleg“,Wissenschaftliche Einrichtung Oberstufen-Kolleg (Bielefeld),32222
"Thieme, Nina",Universität Kassel,Vertretung der Professur „Sozialpädagogik mit dem Schwerpunkt Theorie und Geschichte“,n,2015/10 – 2016/03,Universität Kassel,"Fachbereich Humanwissenschaften, Institut für Sozialwesen","Institut für Sozialwesen
FB 01 Humanwissenschaften (Kassel)
Universität Kassel (Kassel)",70838
"Thieme, Nina",Universität Kassel,Prozessleitung ,n,2016/04 - ,Bielefelder Qualitätsoffensive Lehrerbildung „BiProfessional“ ,n,n,n
"Thieme, Nina",Universität Kassel,Gastprofessorin ,n,2016/04 - ,Universität Kassel,"Fachbereich Humanwissenschaften, Institut für Sozialwesen","Institut für Sozialwesen
FB 01 Humanwissenschaften (Kassel)
Universität Kassel (Kassel)",70838
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Magstra  Artium,"nach  Studium  der  Soziologie  und  der Romanischen Philologie (Französisch, Spanisch)",2000,Eberhard-Karls-Universität  Tübingen ,n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,"Zunächst studentische Hilfskraft, später wissenschaftliche Mitarbeiterin",n,1995-2001,Eberhard-Karls-Universität  Tübingen ,Institut für Kriminologie,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Marie-Curie-Stipendiatin der Europäischen Union,Dreimonatiger Forschungsaufenthalt ,2002/2003 ,"CESDIP, Paris (Centre d’Etudes Sociologiques du Droit et des Institutions Pénales)",n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Doktorandin ,n,2001–2004,"Max-Planck-Institut für ausländisches und internationales Strafrecht, Freiburg",n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg, Visiting   fellow,Wiedereinstiegsstipendium der Albert-Ludwigs-Universität Freiburg,2005,"University   of   Cambridge,   United   Kingdom",Institute   of   Criminology,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Mitglied im wissenschaftlichen Beirat,n,2006-2009,"Bezirksvereins für soziale Rechtspflege Freiburg e.V., Anlaufstelle für Haftentlassene",n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Mitglied im Beirat,Projektes „FreiJa – Aktiv gegen Menschenhandel und Zwangsprostitution“,2006-2010,"Diakonisches Werk, Geschäftsstelle Breisgau-Hochschwarzwald",Projektes „FreiJa – Aktiv gegen Menschenhandel und Zwangsprostitution“,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Lehrbeauftragte ,"Seminare im Bereich Kriminologie, Soziologie und qualitative Methoden der empirischen Sozialforschung.",2007-2009,Evangelische Hochschule Freiburg,n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg," Leitung eines EU-Projektes, dessen Ziel in der internationalen Umsetzung kriminalpräventiver Maßnahmen im Bereich Kindersextourismus bestand.",n,2008-2010 ,ECPAT Deutschland  e.V.  –   Arbeitsgemeinschaft   zum   Schutz  der   Kinder  vor   sexueller Ausbeutung. ,n,,
"Tränkle, Stefanie",Hochschule für Polizei Baden-Württemberg,Professorin ,Kriminologie und Soziologie,SS 2010 -,"Hochschule für Polizei Baden-Württemberg, Villingen-Schwenningen, ",Fakultät für Kriminalwissenschaften,,
"Tuider, Elisabeth",Universität Kassel,Studium ,Pädagogik und Psychologie,1992-1996,Universität Wien,n,Universität Wien (Wien),3351
"Tuider, Elisabeth",Universität Kassel,Doktoratsstudium ,n,1996-1998,Universität Wien,n,Universität Wien (Wien),3351
"Tuider, Elisabeth",Universität Kassel,Promotion ,n,1998-2001,Universität Kiel,n,Christian-Albrechts-Universität zu Kiel (Kiel),3330
"Tuider, Elisabeth",Universität Kassel,Lehrbeauftragte ,n,1998-2001,Universität Kiel,n,Christian-Albrechts-Universität zu Kiel (Kiel),3330
"Tuider, Elisabeth",Universität Kassel,Wissenschaftliche Mitarbeiterin,n,2000-2001,Universität Bremen,Zentrum für feministische Studien,Universität Bremen (Bremen),3303
"Tuider, Elisabeth",Universität Kassel,Wissenschaftliche Assistentin, Venia Legendi: Soziologie (15. Juli 2009),2001-2007,Universität Münster, Institut für Soziologie,Institut für Soziologie (Münster),8735
"Tuider, Elisabeth",Universität Kassel,Gastprofessorin für Internationale Frauen- und Genderforschung, im Rahmen des Maria-Goeppert-Mayer Programms des Landes Niedersachsen ,2007-2008,Stiftung Universität Hildesheim,Institut für Erziehungswissenschaft,Institut für Erziehungswissenschaft (Hildesheim),728569
"Tuider, Elisabeth",Universität Kassel,Fellow,im Rahmen des Projektes „E pluribus unum? Ethnic Identities in Processes of Transnational Integration in the Americas”,2008-2009,Universität Bielefeld,Zentrum für interdisziplinäre Forschung (ZiF),Zentrum für interdisziplinäre Forschung -ZiF- (Bielefeld),4808
"Tuider, Elisabeth",Universität Kassel,Verwaltung der Professur Diversity Education,n,2009/02-09,Stiftung Universität Hildesheim ,n,Stiftung Universität Hildesheim (Hildesheim),1534
"Tuider, Elisabeth",Universität Kassel,Professur ,Erziehungswissenschaft mit Schwerpunkt Diversity Education ,2009/10-2011/03, Stiftung Universität Hildesheim,Erziehungswissenschaft mit Schwerpunkt Diversity Education ,Institut für Erziehungswissenschaft (Hildesheim),728569
"Tuider, Elisabeth",Universität Kassel,Professur , „Soziologie der Diversität unter besonderer Berücksichtung der Dimension Gender“,2011/04/01 - ,Universität Kassel, FB 05,FB 05 Gesellschaftswissenschaften (Kassel),9195
"Tuma, René",TU Berlin,Studium ,Soziologie technikwissenschaftlicher Richtung Diplom,2003,TU Berlin,n,,
"Tuma, René",TU Berlin,Studentische Hilfskraft ,n,2004-2006,DFG Forschungsprojekt Die Performanz visuell unterstützter mündlicher Präsentationen: Eine gattungsanalytische Untersuchung einer paradigmatischen Kommunikationsform (Leitung: Prof. Knoblauch),n,,
"Tuma, René",TU Berlin,Studentische Hilfskraft und Tutor,FG ‚Allgemeine Soziologie - Theorie moderner Gesellschaft’ (Prof. Knoblauch),2006-2007,TU Berlin,Institut für Soziologie,,
"Tuma, René",TU Berlin,Förderung ,n,2007,Studienstiftung des Deutschen Volkes,n,,
"Tuma, René",TU Berlin,Studium ," MSc Medicine, Science & Society Programme",2007-2008,King´s College London,n,,
"Tuma, René",TU Berlin,Mitarbeit in Datensitzungen,"Praktikum im Forschungsprojekt UTIFORO, Pervasive Computing for Markets",2008,King´s College London,"Work, Interaction & Technology Research Group",,
"Tuma, René",TU Berlin,Abschlussarbeit: MSc Dissertation:  Learning to See – The Role of the Visual in Dermatology,n,2008,King´s College London,n,,
"Tuma, René",TU Berlin,Wissenschaftlicher Mitarbeiter,n,2009 -,Technische Universität Berlin, Lehrstuhl für Allgemeine Soziologie und Theorie moderner Gesellschaften (Prof.Knoblauch),,
"Tuma, René",TU Berlin,Forschungsaufenthalt ,Förderung durch den DAAD,WS 13/14,Brunel University & King´s College,n,,
"Tuma, René",TU Berlin,Einreichung der Dissertationsschrift und wissenschaftliche Aussprache,n,2014,n,n,,
"Tuma, René",TU Berlin,Post-Doc Stelle als wissenschaftlicher Mitarbeiter,n,2014/11 -,Technische Universität Berlin,Lehrstuhl für Allgemeine Soziologie und Theorie moderner Gesellschaften (Prof.Knoblauch),,
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Studium ,"Soziologie;
 Diplom",1985-1992,Universität Hamburg,n,Universität Hamburg (Hamburg),3322
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Studium ,"Soziologie;
 Diplom",1985-1992,Freie Universität Berlin ,n,Freie Universität Berlin (Berlin),1255
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Wissenschaftlicher Mitarbeiter,n,1992-1994,Universität Bremen,Zentrum für Sozialpolitik,Zentrum für Sozialpolitik (Bremen),10116
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Wissenschaftlicher Angestellter ,n,1995-2000,Universität Mannheim,n,Universität Mannheim (Mannheim),3337
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Promotion ,n,1999,Universität Bremen,n,Universität Bremen (Bremen),3303
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Wissenschaftlicher Assistent,n,2000-2006,Universität Mannheim,n,Universität Mannheim (Mannheim),3337
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php, Lehrstuhlvertretungen und Lehraufträge,n,2006-2009,HS Niederrhein,n,Hochschule Niederrhein (Krefeld),1080
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php, Lehrstuhlvertretungen und Lehraufträge,n,2006-2009,Universität Heidelberg,n,Universität Heidelberg (Heidelberg),3324
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php, Lehrstuhlvertretungen und Lehraufträge,n,2006-2009,HS Mannheim,n,Hochschule Mannheim (Mannheim),31874
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php, Lehrstuhlvertretungen und Lehraufträge,n,2006-2009,Universität Duisburg-Essen,n,"Institut für Soziologie
Fak. für Gesellschaftswissenschaften (Duisburg)
Universität Duisburg-Essen Campus Duisburg (Duisburg)",8579
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Habilitation ,n,2007,Universität Mannheim,Fakultät für Sozialwissenschaften,Fak. für Sozialwissenschaften (Mannheim),9212
"Ullrich, Carsten",https://www.uni-due.de/biwi/ullrich/person.php,Professor ,Soziologie und Methoden der qualitativen Sozialforschung ,2009/10 -,Universität Duisburg-Essen,Soziologie und Methoden der qualitativen Sozialforschung ,"Institut für Soziologie
Fak. für Gesellschaftswissenschaften (Duisburg)
Universität Duisburg-Essen Campus Duisburg (Duisburg)",8579
"Unger, Hella von (ist schon bei den Methoden QS Sprechern erfasst)",,,,,,,,
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Studium , Abschluss: Dipl.-Sozialpädagogin (FH),1997-2002,Katholischen Stiftungsfachhochschule München,Abteilung München,Katholische Stiftungsfachhochschule München Abt. München (München),2053
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Studium ,Abschluss: Dipl.-Soziologin,2004-2008,Ludwig-Maximilians-Universität München,n,Ludwig-Maximilians-Universität München (München),3339
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Promotion ,Dr. phil.,2010-2014,Ludwig-Maximilians-Universität München,n,Ludwig-Maximilians-Universität München (München),3339
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556, Diplom-Sozialpädagogin,"im Drogennotdienst München L43, Prop e.V., niedrigschwellige, akzeptierende Drogenarbeit (Kontaktladen, Notschlafstelle, Beratungsstelle)",2002-2005,Drogennotdienst München,n,n,n
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Externe Suchtberatung,n,2005-2006,Drogennotdienst München,n,n,n
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Sozialpädagogin ,Reintegration Jugendlicher nach einer Suchttherapie,2007-2008,"Inizio Nachsorge in München, Condrobs e.V.",n,n,n
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Wissenschaftliche Mitarbeiterin,,2008-2011,Ludwig-Maximilians-Universität München,Institut für Soziologie,Institut für Soziologie (München),8978
"Unterkofler, Ursula",https://ksfh.de.devweb.mwn.de/lehrende/profile/prof-dr-ursula-unterkofler_1556,Professorin ,Theorien und Methoden der Sozialen Arbeit,2014 -,"Katholischen Stiftungsfachhochschule München, Abteilung Benediktbeuern",Theorien und Methoden der Sozialen Arbeit,Katholische Stiftungsfachhochschule München Abt. Benediktbeuern (Benediktbeuern),16554
"van Elsbergen, Gisbert",https://www.staff.uni-marburg.de/~akis/worksh13.html,Tagungsleiter,Fachbereich Sozialwissenschaften,2002,Universität Osnabrück,Fachbereich Sozialwissenschaften,,
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Wissenschaftlicher Mitarbeiter,n,1989/05-2002/12,Soziologisches Forschungsinstitut Göttingen (SOFI),n,Soziologisches Forschungsinstitut Göttingen e.V. an der Georg-August-Universität (Göttingen),2899
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Promotion ,n,07/1998,Georg-August-Universität Göttingen,n,Georg-August-Universität Göttingen (Göttingen),9292
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Fellow des Arbeitsbereichs „Die Gesellschaft der Bundesrepublik Deutschland“,n,2003/01-2005/12,Hamburger Institut für Sozialforschung,Arbeitsbereichs „Die Gesellschaft der Bundesrepublik Deutschland“ ,Hamburger Institut für Sozialforschung (Hamburg),1448
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Projektleiter ,n,2006/01-2015/04,Hamburger Institut für Sozialforschung,n,Hamburger Institut für Sozialforschung (Hamburg),1448
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Gastprofessur ,Soziologie im Kontextstudium,2008/08 - ,Universität St. Gallen,Soziologie im Kontextstudium,Universität St. Gallen (St. Gallen),18203
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Habilitation ,venia legendi für Soziologie,2009/02,Universität Kassel,n,Universität Kassel (Kassel),1308
